,Account,Text,Date,datetime,compound,neg,neu,pos
275,CNN,"""This was a targeted attack on the Capital Gazette,"" said Anne Arundel County Acting Chief William Krampf, speaking… https://t.co/NWFcFE50zH",2018-06-28,2018-06-28 20:27:35-04:00,-0.4767,0.154,0.846,0.0
276,CNN,"The crisis in Venezuela poses a threat to the security of the United States and countries in the region, US Vice Pr… https://t.co/ipK4rwBlcs",2018-06-28,2018-06-28 20:11:06-04:00,-0.5106,0.244,0.586,0.169
277,CNN,"In a retail industry beset by problems, H&amp;M has a stockpile of unsold clothes worth $4 billion… https://t.co/nw5qVhlRZu",2018-06-28,2018-06-28 20:04:22-04:00,-0.2023,0.145,0.753,0.102
278,CNN,A harrowing parasailing accident left a woman drifting in the wind for 45 minutes https://t.co/PfdOa7TVWd https://t.co/2o6ExXoqdv,2018-06-28,2018-06-28 20:01:06-04:00,-0.4767,0.193,0.807,0.0
279,CNN,A hedge fund billionaire wants Rupert Murdoch to keep Comcast in the running for 21st Century Fox… https://t.co/6tpDtJTzgE,2018-06-28,2018-06-28 19:52:57-04:00,0.0,0.0,1.0,0.0
280,CNN,"""Don't get cute with us."" As Trump took a victory lap at the groundbreaking for a $10 billion Foxconn plant in Wisc… https://t.co/ObDPR91jVE",2018-06-28,2018-06-28 19:51:13-04:00,-0.357,0.11,0.89,0.0
281,CNN,"RT @OutFrontCNN: ""It's a village, and we're devastated,"" says Annapolis Mayor Gavin Buckley of the Capital Gazette shooting, adding ""it's t…",2018-06-28,2018-06-28 19:42:36-04:00,0.0,0.0,1.0,0.0
282,CNN,"""I wanted to show my support for the folks here today."" Democratic Sen. Tammy Duckworth brought her infant daughter… https://t.co/tDTM28d09r",2018-06-28,2018-06-28 19:39:47-04:00,0.4019,0.0,0.876,0.124
283,CNN,Thousands of kids still haven't been reunited with their parents. Protesters ask: Where are the children?… https://t.co/bgL0wYzZ1A,2018-06-28,2018-06-28 19:36:08-04:00,-0.2263,0.106,0.894,0.0
284,CNN,"An oil tanker exploded during rush hour traffic in Lagos, Nigeria, killing at least nine people and injuring at lea… https://t.co/m6wVO5OXtl",2018-06-28,2018-06-28 19:18:50-04:00,-0.6597,0.18,0.82,0.0
285,CNN,"Asked about whether Donald Trump deserves to be re-elected as President, around 55% of registered voters in Arizona… https://t.co/vLhvF515y2",2018-06-28,2018-06-28 19:01:03-04:00,0.0,0.0,1.0,0.0
286,CNN,"Spider-Man, Captain America, and other superheroes dropped by a children's hospital in Iowa to give the kids a thri… https://t.co/gKyeOUNsCQ",2018-06-28,2018-06-28 19:01:00-04:00,0.0,0.0,1.0,0.0
287,CNN,President Donald Trump's nominee to head the IRS owns a stake in two rental units at a Trump-branded hotel in Hawai… https://t.co/mMw2Zw96R3,2018-06-28,2018-06-28 18:51:08-04:00,0.0,0.0,1.0,0.0
288,CNN,"The suspect in the shooting at the Capital Gazette building in Annapolis, Maryland, was found hiding under a desk,… https://t.co/blWiAwqaC0",2018-06-28,2018-06-28 18:45:52-04:00,-0.5267,0.206,0.794,0.0
289,CNN,"""Take it from the Terminator, you're only supposed to go back in time to protect future generations."" Arnold Schwar… https://t.co/bxuOvqXPr4",2018-06-28,2018-06-28 18:41:08-04:00,0.3818,0.0,0.88,0.12
290,CNN,"""Korea, brother, you're now Mexican."" Hundreds of jubilant Mexican soccer fans rushed to the South Korean embassy i… https://t.co/ndR9IFCwuL",2018-06-28,2018-06-28 18:36:00-04:00,0.6124,0.0,0.818,0.182
291,CNN,"Nearly 60 million people are under some type of heat watch, warning or advisory from the National Weather Service a… https://t.co/RIAW7A5t2q",2018-06-28,2018-06-28 18:31:43-04:00,-0.34,0.107,0.893,0.0
292,CNN,"IUDs are more than 99% effective in preventing pregnancy, and some can work up to 12 years, but a 2016 survey found… https://t.co/FW4ZmbxqBt",2018-06-28,2018-06-28 18:27:41-04:00,0.2805,0.045,0.861,0.094
293,CNN,At least five people are dead and several others are injured in the shooting at the Capital Gazette building in Ann… https://t.co/GSNgWCrRwR,2018-06-28,2018-06-28 18:23:31-04:00,-0.7906,0.259,0.741,0.0
294,CNN,"Aston Martin brings back the Superleggera as a powerful new $300,000 supercar https://t.co/9nesdQE6WF https://t.co/wHhvqkE0dK",2018-06-28,2018-06-28 18:09:47-04:00,0.4215,0.0,0.811,0.189
295,CNN,"RT @CNNSitRoom: Suspect in the Capital Gazette shooting “has not been particularly cooperative,” Anne Arundel County Executive Steve Schuh…",2018-06-28,2018-06-28 18:06:54-04:00,-0.296,0.109,0.891,0.0
296,CNN,Guinness is opening its first American brewery in 64 years https://t.co/boi61328Dc https://t.co/2nVwrXGZhp,2018-06-28,2018-06-28 18:03:35-04:00,0.0,0.0,1.0,0.0
297,CNN,"In key states, voters want to see Trump alternatives in 2020 https://t.co/39YdGEiMhs https://t.co/cY1zaomBPw",2018-06-28,2018-06-28 17:56:38-04:00,0.0772,0.0,0.902,0.098
298,CNN,Now the Supreme Court will be as polarized as the country | By Barbara A. Perry via @CNNOpinion… https://t.co/Sj03lQ7OmO,2018-06-28,2018-06-28 17:35:29-04:00,0.5574,0.0,0.825,0.175
299,CNN,"In the final group stage game of this World Cup, England and Belgium faced the bizarre prospect of competing in a m… https://t.co/y2q4WdihZN",2018-06-28,2018-06-28 17:28:58-04:00,-0.0258,0.094,0.816,0.09
300,Fox News,"RT @FoxBusiness: .@larry_kudlow: ""The war against business is over."" https://t.co/t1373NI1SN",2018-06-29,2018-06-29 08:10:36-04:00,-0.5994,0.302,0.698,0.0
301,Fox News,"RT @FoxBusiness: .@larry_kudlow: ""Money, capital, investment... for new jobs and better careers, flowing in from all corners of the world.""…",2018-06-29,2018-06-29 08:10:33-04:00,0.4404,0.0,0.868,0.132
302,Fox News,"RT @FoxBusiness: .@larry_kudlow: ""It's a very healthy economy right now. Folks said it couldn't be done."" https://t.co/y0gBywmq6I",2018-06-29,2018-06-29 08:10:30-04:00,0.4576,0.0,0.834,0.166
303,Fox News,#CapitalGazette publishes this morning; @GriffJenkins reports. https://t.co/0X1ErTOPe6 https://t.co/KkjCbbnBO4,2018-06-29,2018-06-29 08:08:01-04:00,0.0,0.0,1.0,0.0
304,Fox News,"Capital Gazette puts out next-day 'damn paper,' as promised https://t.co/qYZjdCKm6m",2018-06-29,2018-06-29 08:00:36-04:00,-0.0516,0.205,0.606,0.189
305,Fox News,"Moments ago on @foxandfriends, @RealDeanCain praised the first responders who showed up on the scene of the Capital… https://t.co/kzvxxOZs9O",2018-06-29,2018-06-29 07:58:00-04:00,0.4939,0.0,0.849,0.151
306,Fox News,".@POTUS: ""We have to pick one that's gonna be there for 40 years, 45 years."" https://t.co/l4fCKfVUQ2",2018-06-29,2018-06-29 07:56:36-04:00,0.0,0.0,1.0,0.0
307,Fox News,Double-amputee Army veteran dies while paddle boarding https://t.co/uezUjElDPa,2018-06-29,2018-06-29 07:53:10-04:00,0.0,0.0,1.0,0.0
308,Fox News,"RT @FoxBusiness: Capital Gazette puts out next-day 'damn paper,' as promised https://t.co/xnFu9dEhR1 https://t.co/3lGRueN4Mb",2018-06-29,2018-06-29 07:52:54-04:00,-0.0516,0.167,0.679,0.154
309,Fox News,"RT @FoxBusiness: .@KellyannePolls: ""The president has made very clear that he thinks people who are members of a group like NATO should pay…",2018-06-29,2018-06-29 07:50:45-04:00,0.659,0.0,0.788,0.212
310,Fox News,COMING UP at 8:30a ET on @foxandfriends: Acting @ICEgov Dir. Thomas Homan - Tune in now! https://t.co/g2Ud9Cbxwf,2018-06-29,2018-06-29 07:49:58-04:00,0.0,0.0,1.0,0.0
311,Fox News,News Alert: 85 illegals found in stash houses near border. https://t.co/cmE2O8oYMu,2018-06-29,2018-06-29 07:46:10-04:00,0.296,0.0,0.82,0.18
312,Fox News,"RT @FoxBusiness: .@KellyannePolls on the Supreme Court union ruling: ""You may look it as a blow to unions but it's real buoyancy for freedo…",2018-06-29,2018-06-29 07:43:46-04:00,0.3182,0.0,0.905,0.095
313,Fox News,"RT @FoxBusiness: .@KellyannePolls on @POTUS: ""He believes in fairness. Equality of opportunity, not equality of outcomes. There's a big dif…",2018-06-29,2018-06-29 07:43:40-04:00,0.4215,0.0,0.865,0.135
314,Fox News,"RT @FoxBusiness: .@SecretaryAcosta: ""We've never had an economy where we have more open jobs than we have job seekers."" https://t.co/SSDoOK…",2018-06-29,2018-06-29 07:43:37-04:00,0.0,0.0,1.0,0.0
315,Fox News,"RT @FoxBusiness: .@SecretaryAcosta: ""More and more people are starting to work."" https://t.co/BVFt23xxJP",2018-06-29,2018-06-29 07:43:34-04:00,0.0,0.0,1.0,0.0
316,Fox News,"RT @FoxBusiness: .@SecretaryAcosta: ""We've had one million new jobs alone since the tax cut... Everyone is winning with these tax cuts."" ht…",2018-06-29,2018-06-29 07:43:31-04:00,0.34,0.079,0.787,0.134
317,Fox News,Woman met man on 'Farmers Only' then killed him: cops https://t.co/Tdp4yNamJf,2018-06-29,2018-06-29 07:35:40-04:00,-0.6705,0.31,0.69,0.0
318,Fox News,".@RealDeanCain: ""Law enforcement has to walk that very fine line. It's a really difficult job. They don't get enoug… https://t.co/VMkVhOmnJy",2018-06-29,2018-06-29 07:30:45-04:00,-0.1779,0.128,0.777,0.096
319,Fox News,.@newtgingrich: We need welfare reform now – Here’s why https://t.co/NvgT3ptcnw,2018-06-29,2018-06-29 07:30:01-04:00,0.0,0.0,1.0,0.0
320,Fox News,"RT @FoxFriendsFirst: “Justice Kennedy was a titan of the Supreme Court” – Constitutional attorney, Mark W. Smith, on Justice Anthony Kenned…",2018-06-29,2018-06-29 07:29:00-04:00,0.7906,0.0,0.708,0.292
321,Fox News,"DB Cooper letter reveals hijacker's true identity, sleuths claim https://t.co/TGQyu6mTbZ",2018-06-29,2018-06-29 07:27:56-04:00,0.4215,0.0,0.763,0.237
322,Fox News,AT&amp;T is raising your phone bill by $1 billion https://t.co/pJBZJFrKI5,2018-06-29,2018-06-29 07:15:00-04:00,0.0,0.0,1.0,0.0
323,Fox News,".@GovMikeHuckabee: ""Democrats have alienated the Evangelical voters more than they ever have and I don't see it com… https://t.co/9nzDkgCajB",2018-06-29,2018-06-29 06:50:00-04:00,0.0,0.0,1.0,0.0
324,Fox News,.@mgoodwin_nypost: Lashing out over Trump is nothing new for liberals https://t.co/lw5T6XG22k,2018-06-29,2018-06-29 06:34:00-04:00,0.0,0.0,1.0,0.0
325,Fox News,.@SenTedCruz: “This could well prove to be the most significant thing President Trump does in his entire time in of… https://t.co/nFZdia67kw,2018-06-29,2018-06-29 06:18:00-04:00,0.4927,0.0,0.819,0.181
326,Fox News,JUST IN: Suspect in Capital Gazette killings charged with 5 counts of first-degree murder https://t.co/HaqetQoxAg,2018-06-29,2018-06-29 06:07:59-04:00,-0.9217,0.569,0.431,0.0
327,Fox News,OPINION: Replacing Kennedy on the Supreme Court will set off political warfare https://t.co/oPYKWzc9rM,2018-06-29,2018-06-29 06:04:00-04:00,0.34,0.131,0.655,0.214
328,Fox News,NASA delays launch of James Webb Space Telescope again — this time to 2021  https://t.co/Cwlr3qVrnl,2018-06-29,2018-06-29 05:45:00-04:00,0.0,0.0,1.0,0.0
329,Fox News,".@RepDeSantis: ""I think that the folks who come illegally, if they come with minors, they should be reunited with t… https://t.co/kyswHV275g",2018-06-29,2018-06-29 05:30:00-04:00,0.0,0.0,1.0,0.0
330,Fox News,Pennsylvania homes raided in investigation into mystery explosions https://t.co/0bbVlLkEzc,2018-06-29,2018-06-29 05:15:00-04:00,0.0,0.0,1.0,0.0
331,Fox News,"Sen. Mike Lee and brother, Thomas Lee, both being considered to replace Kennedy on Supreme Court https://t.co/mT5yVlgoVv",2018-06-29,2018-06-29 05:03:00-04:00,0.5574,0.0,0.816,0.184
332,Fox News,Ex-Clinton adviser blasts Hillary's 'miserable' outreach to evangelicals https://t.co/OdL0V2OJAL,2018-06-29,2018-06-29 04:45:00-04:00,0.2732,0.0,0.792,0.208
333,Fox News,Bolton visits Moscow to talk possible US-Russia summit https://t.co/nJn4NnQ6Uw,2018-06-29,2018-06-29 04:20:00-04:00,0.0,0.0,1.0,0.0
334,Fox News,.@FLOTUS makes trip to border 'on behalf of children and the families' https://t.co/6JBeRkfSrB,2018-06-29,2018-06-29 03:59:00-04:00,0.0,0.0,1.0,0.0
335,Fox News,"Gorbachev: Putin, Trump should focus on arms control https://t.co/wgLnR1pAu2",2018-06-29,2018-06-29 03:45:00-04:00,0.0,0.0,1.0,0.0
336,Fox News,".@adamputnam on @POTUS' next Supreme Court justice pick: ""Yes we need a constitutionalist on the bench, someone who… https://t.co/TBcxo0Txwm",2018-06-29,2018-06-29 03:30:00-04:00,0.8658,0.0,0.607,0.393
337,Fox News,".@RepDeSantis on @POTUS' tariffs: ""He's trying to get concessions on behalf of the American people, and I think we… https://t.co/e87Di6tcsx",2018-06-29,2018-06-29 03:15:00-04:00,0.0,0.0,1.0,0.0
338,Fox News,Entire California ghost town for sale for under $1 million https://t.co/23V29ES1BD,2018-06-29,2018-06-29 03:00:00-04:00,-0.3182,0.187,0.813,0.0
339,Fox News,Trump: 'Already started' considering possible replacements for Justice Kennedy https://t.co/9jtHXCRtfo,2018-06-29,2018-06-29 02:45:00-04:00,0.5267,0.0,0.726,0.274
340,Fox News,Gowdy rips Rosenstein on Russia probe: 'Finish it the hell up' https://t.co/ahRFnTGJO9,2018-06-29,2018-06-29 02:30:00-04:00,-0.6808,0.295,0.705,0.0
341,Fox News,"NYPD cops probed for not helping slain Bronx teen, report says https://t.co/bEKGJVrbZm",2018-06-29,2018-06-29 02:15:00-04:00,-0.2235,0.146,0.854,0.0
342,Fox News,"Harsh anti-Trump UN human rights report on US 'extreme poverty' cherry-picks data, assumptions, examination shows https://t.co/s830WO8kcb",2018-06-29,2018-06-29 02:00:00-04:00,-0.7351,0.307,0.693,0.0
343,Fox News,Science fiction author Harlan Ellison dead at age 84 https://t.co/A0gaHHCN4c,2018-06-29,2018-06-29 01:46:00-04:00,-0.6486,0.323,0.677,0.0
344,Fox News,"Senate passes its version of farm bill, setting up clash over food stamps https://t.co/0bsSGVdTvH",2018-06-29,2018-06-29 01:30:00-04:00,0.0,0.0,1.0,0.0
345,Fox News,Dem congresswoman among anti-Trump protesters arrested inside Capitol office building https://t.co/EcxCWUGzlN,2018-06-29,2018-06-29 01:15:01-04:00,-0.6124,0.357,0.643,0.0
346,Fox News,"In Florida battleground, Puerto Ricans fleeing Maria's destruction reshape electoral landscape. https://t.co/DHk2boykpb",2018-06-29,2018-06-29 00:58:00-04:00,-0.7506,0.39,0.61,0.0
347,Fox News,"Teen leads police on 135 mph chase, goes airborn. https://t.co/d64yEqPeGq",2018-06-29,2018-06-29 00:38:00-04:00,0.0,0.0,1.0,0.0
348,Fox News,Annapolis newsroom shooting sparks lawmakers' calls to 'end the violence' https://t.co/RstJ8Oh8PU,2018-06-29,2018-06-29 00:20:00-04:00,-0.6249,0.291,0.709,0.0
349,Fox News,Judge orders release of detained Brazilian boy. https://t.co/yKDYi4rIDx,2018-06-29,2018-06-29 00:02:00-04:00,-0.4019,0.278,0.722,0.0
350,Fox News,OPINION: Trump-Putin summit is a good idea to deal with dangerous issues dividing the nuclear powers. https://t.co/f64Qk6X63A,2018-06-28,2018-06-28 23:45:00-04:00,-0.0516,0.155,0.7,0.145
351,Fox News,".@adamputnam, @RepDeSantis spar over Trump support, shootings in Fox News GOP debate in Florida. https://t.co/W69FHphbEL",2018-06-28,2018-06-28 23:30:00-04:00,0.4019,0.0,0.838,0.162
352,Fox News,Pennsylvania mayor's 'racist' Antwon Rose protest comments prompt calls for resignation. https://t.co/PKHIxw5eff,2018-06-28,2018-06-28 23:16:00-04:00,-0.4939,0.296,0.704,0.0
353,Fox News,"After Thursday's deadly shooting at @capgaznews, @chaseacook, a reporter for the newspaper, tweeted, ""We are puttin… https://t.co/EYJrsEqy29",2018-06-28,2018-06-28 23:00:00-04:00,0.0,0.0,1.0,0.0
354,Fox News,.@POTUS meets with lawmakers to discuss Supreme Court vacancy. https://t.co/c93j4a6ooi,2018-06-28,2018-06-28 22:51:00-04:00,0.5574,0.0,0.714,0.286
355,Fox News,"Rob Hiaasen, Capital Gazette editor and brother of author Carl Hiaasen, among 5 newsroom shooting victims. https://t.co/TalrTMAh85",2018-06-28,2018-06-28 22:49:59-04:00,-0.7096,0.296,0.704,0.0
356,Fox News,Dem congresswoman among anti-Trump protesters arrested inside Capitol office building. https://t.co/z4K9wnNuni,2018-06-28,2018-06-28 22:44:00-04:00,-0.6124,0.357,0.643,0.0
357,Fox News,"TONIGHT: @SenateMajLdr speaks with @shannonbream on @foxnewsnight following the retirement of Justice Kennedy. 

Tu… https://t.co/kb7Vu2WMSx",2018-06-28,2018-06-28 22:40:00-04:00,0.5267,0.0,0.805,0.195
358,Fox News,Kim Jong Un ordered army officer executed after giving soldiers extra food: report https://t.co/QVEQca88K1,2018-06-28,2018-06-28 22:35:00-04:00,0.34,0.0,0.844,0.156
359,Fox News,Gazette journalists tweet about the shooting inside their building: 'Please help us' https://t.co/ewzoJNRh3i,2018-06-28,2018-06-28 22:28:33-04:00,0.6124,0.0,0.688,0.312
360,Fox News,"Deputy Chief William Krampf: ""We know through the investigation that there are no further threats.""… https://t.co/qoe7KDAFCp",2018-06-28,2018-06-28 22:16:40-04:00,-0.296,0.128,0.872,0.0
361,Fox News,BREAKING: Annapolis newspaper shooting suspect ID'd as Jarrod W. Ramos. https://t.co/v5FO5cbE8Y,2018-06-28,2018-06-28 22:13:40-04:00,-0.296,0.18,0.82,0.0
362,Fox News,"Officials hold a press briefing with the latest on today's shooting at @capgaznews in Annapolis, MD.… https://t.co/5PlFc2GiMu",2018-06-28,2018-06-28 22:11:14-04:00,0.0,0.0,1.0,0.0
363,Fox News,"JUST IN: Rob Hiaasen, Capital Gazette editor and brother of author Carl Hiaasen, identified as Annapolis shooting v… https://t.co/aAGUyT2j8B",2018-06-28,2018-06-28 22:04:10-04:00,-0.5574,0.167,0.833,0.0
364,Fox News,".@marklevinshow: ""Progressives don't own the Supreme Court. They don't own seats on the Supreme Court. When they ta… https://t.co/BMThoBHQfz",2018-06-28,2018-06-28 21:56:48-04:00,-0.7048,0.256,0.744,0.0
365,Fox News,"OPINION: Want to defeat lazy, corrupt and out-of-touch politicians in both parties? Here's what will really work https://t.co/wTz2jGVeNi",2018-06-28,2018-06-28 21:51:00-04:00,-0.3612,0.234,0.596,0.17
366,Fox News,"Central America battles corruption, violence despite billions in US aid https://t.co/V9uGgAwX5x",2018-06-28,2018-06-28 21:47:00-04:00,-0.7717,0.427,0.573,0.0
367,Fox News,Florida man sent back to jail after not paying for taxi ride home from jail https://t.co/z0zIFXpjyD,2018-06-28,2018-06-28 21:43:00-04:00,0.0,0.0,1.0,0.0
368,Fox News,".@TuckerCarlson: ""The campaign against ICE is a campaign for open borders."" #Tucker https://t.co/zjo0pH6cT5",2018-06-28,2018-06-28 21:32:10-04:00,0.0,0.0,1.0,0.0
369,Fox News,"RT @FoxNewsResearch: Florida GOP Gov Debate
—Adam Putnam—
•43 yrs old
•FL's Agriculture Commissioner since 2011
•2001-2011: Served 5 terms…",2018-06-28,2018-06-28 21:28:16-04:00,0.0,0.0,1.0,0.0
370,Fox News,"RT @FoxNewsResearch: Florida GOP Gov Debate
—Ron DeSantis—
•39 years old
•Iraq War veteran, Navy reservist
•Former military prosecutor
•Ser…",2018-06-28,2018-06-28 21:28:12-04:00,-0.5994,0.17,0.83,0.0
371,Fox News,Arkansas lawmaker accused of filing no taxes for 15 years arrested https://t.co/hx66jofWMV,2018-06-28,2018-06-28 21:24:30-04:00,-0.7579,0.455,0.545,0.0
372,Fox News,.@newtgingrich: We need welfare reform now – Here’s why https://t.co/31TeTnB5i0,2018-06-28,2018-06-28 21:17:10-04:00,0.0,0.0,1.0,0.0
373,Fox News,"Annapolis newsroom shooting leaves 5 people dead; suspect in custody, officials say. https://t.co/jqKHHVLXCR https://t.co/mqIDADWpgk",2018-06-28,2018-06-28 21:07:51-04:00,-0.7579,0.371,0.629,0.0
374,Fox News,Newly-discovered footage offers rare glimpse of FDR walking at the White House. https://t.co/q9JjfMOrcS,2018-06-28,2018-06-28 20:54:48-04:00,0.0,0.0,1.0,0.0
375,Fox News,"BREAKING: Jahi McMath, girl at center of brain death debate, has died after surgery, family says. https://t.co/cAgCf1xYwT",2018-06-28,2018-06-28 20:48:40-04:00,-0.8176,0.333,0.667,0.0
376,Fox News,"In Florida battleground, Puerto Ricans fleeing Maria's destruction reshape the electoral landscape. https://t.co/DHk2boykpb",2018-06-28,2018-06-28 20:40:40-04:00,-0.7506,0.368,0.632,0.0
377,Fox News,"NYPD police officers probed for not helping slain Bronx teen, report says https://t.co/bEKGJV9B7O",2018-06-28,2018-06-28 20:34:34-04:00,-0.2235,0.136,0.864,0.0
378,Fox News,"RT @FoxBusiness: Deputy Chief William Krampf : ""The Capital newspaper is our local newspaper. We interact with the Capital newspaper daily.…",2018-06-28,2018-06-28 20:32:40-04:00,0.0,0.0,1.0,0.0
379,Fox News,Pennsylvania mayor's 'racist' Antwon Rose protest comments prompt calls for resignation. https://t.co/PKHIxw5eff,2018-06-28,2018-06-28 20:25:24-04:00,-0.4939,0.296,0.704,0.0
380,Fox News,"RT @FoxBusiness: Deputy Chief William Krampf : ""This was a targeted attack... He entered the building with a shotgun and he looked for his…",2018-06-28,2018-06-28 20:20:00-04:00,0.0,0.0,1.0,0.0
381,Fox News,"Deputy Chief William Krampf: ""[The suspect is] in his late 30s."" https://t.co/jqKHHVLXCR https://t.co/1zL68FokUM",2018-06-28,2018-06-28 20:16:15-04:00,-0.296,0.155,0.845,0.0
382,Fox News,"Deputy Chief William Krampf: ""We mentioned before about the improvised explosive device. That is not an IED, it was… https://t.co/Y8A3KNT1vj",2018-06-28,2018-06-28 20:11:01-04:00,0.0,0.0,1.0,0.0
383,Fox News,Officials in Maryland provide an update on the deadly shooting. https://t.co/TOWLLp3jO7  https://t.co/lSZXF1MGU8,2018-06-28,2018-06-28 20:02:34-04:00,0.0,0.0,1.0,0.0
384,Fox News,".@GovMikeHuckabee: ""Democrats have alienated the Evangelical voters more than they ever have and I don't see it com… https://t.co/cyme63Wdl0",2018-06-28,2018-06-28 20:00:20-04:00,0.0,0.0,1.0,0.0
385,Fox News,".@adamputnam, @RepDeSantis spar over Trump support, shootings in Fox News GOP debate in Florida https://t.co/OFvrvrmDYV",2018-06-28,2018-06-28 19:55:04-04:00,0.4019,0.0,0.838,0.162
386,Fox News,".@RepMattGaetz on House Judiciary Committee hearing: ""This is going from just being Robert Mueller's probe to a pro… https://t.co/qUYwDRNvLI",2018-06-28,2018-06-28 19:47:29-04:00,0.0,0.0,1.0,0.0
387,Fox News,Police have a suspect in custody in the Maryland newsroom shooting that left at least five dead and several injured… https://t.co/Spv1w30Uay,2018-06-28,2018-06-28 19:40:40-04:00,-0.7579,0.265,0.735,0.0
388,Fox News,".@adamputnam: ""Able bodied individuals who are on public assistance ought to work."" https://t.co/sakkfCF04q https://t.co/up7UNy8Adm",2018-06-28,2018-06-28 19:33:46-04:00,0.0,0.0,1.0,0.0
389,Fox News,".@RepDeSantis on @POTUS' tariffs: ""He's trying to get concessions on behalf of the American people, and I think we… https://t.co/ZjRsfinGIr",2018-06-28,2018-06-28 19:28:15-04:00,0.0,0.0,1.0,0.0
390,Fox News,".@RepDeSantis on aftermath in the Parkland school shooting: ""If I had been governor, I would not have signed contro… https://t.co/5ZMVANbvnX",2018-06-28,2018-06-28 19:22:50-04:00,0.0,0.0,1.0,0.0
391,Fox News,".@adamputnam: ""It is critically important that we defend our rights and protect our students in the schools. Those… https://t.co/lL13eXL3l4",2018-06-28,2018-06-28 19:18:17-04:00,0.5267,0.0,0.794,0.206
392,Fox News,".@adamputnam: ""Our immigration laws need to be enforced."" https://t.co/sakkfCF04q https://t.co/LFHORC6yMu",2018-06-28,2018-06-28 19:13:37-04:00,0.0,0.0,1.0,0.0
393,Fox News,".@RepDeSantis: ""I think that the folks who come illegally, if they come with minors, they should be reunited with t… https://t.co/3waiMxULtB",2018-06-28,2018-06-28 19:08:56-04:00,0.0,0.0,1.0,0.0
394,Fox News,".@adamputnam: ""I think that it's important that we remember the things that were said by the last president that un… https://t.co/OKWdKSy1PZ",2018-06-28,2018-06-28 19:06:05-04:00,0.2023,0.0,0.917,0.083
395,Fox News,".@RepDeSantis: ""I'm leading the fight right now in Congress to censure Maxine Waters for her conduct.""… https://t.co/6v6qtslSRl",2018-06-28,2018-06-28 19:00:30-04:00,-0.3818,0.14,0.86,0.0
396,Fox News,".@AdamPutnam says he would endorse Trump for 2020 reelection bid: ""I support our president"" https://t.co/sakkfCF04q",2018-06-28,2018-06-28 18:53:07-04:00,0.6124,0.0,0.722,0.278
397,Fox News,".@adamputnam: ""I care more about the schools in Washington County than what's going on in Washington, D.C.""… https://t.co/Hhw2D4IRJj",2018-06-28,2018-06-28 18:52:09-04:00,0.4939,0.0,0.842,0.158
398,Fox News,".@RepDeSantis on the Mueller probe: ""There was no collusion.""  https://t.co/sakkfCF04q https://t.co/fvRzsuvWVw",2018-06-28,2018-06-28 18:46:00-04:00,-0.296,0.18,0.82,0.0
399,Fox News,".@RepDeSantis: ""If we get it right, we can end judicial activism in Florida for a generation.""… https://t.co/po7Kmv7PWY",2018-06-28,2018-06-28 18:43:57-04:00,0.0,0.0,1.0,0.0
400,The New York Times,The Senate has allocated $5 million to compensate all of its interns https://t.co/k4inV7zv04,2018-06-29,2018-06-29 08:00:14-04:00,0.0,0.0,1.0,0.0
401,The New York Times,"The suspect in the Annapolis newsroom shooting had previously made ""general threats"" on social media against the ne… https://t.co/gQYskptYs7",2018-06-29,2018-06-29 07:44:03-04:00,-0.6124,0.227,0.773,0.0
402,The New York Times,Justice Anthony Kennedy's final ruling could forever alter the role of labor unions https://t.co/WhOXQmrlhO,2018-06-29,2018-06-29 07:15:05-04:00,0.5267,0.0,0.793,0.207
403,The New York Times,"At least 19 ICE investigators are seeking to dissolve the agency, concerned that the Trump administration's crackdo… https://t.co/lTyqUd911u",2018-06-29,2018-06-29 07:00:10-04:00,0.0,0.0,1.0,0.0
404,The New York Times,"This World Cup, thus far, has belonged not to soccer's great aristocratic houses, but to its petite bourgeoisie,… https://t.co/VcdcCAR5FB",2018-06-29,2018-06-29 06:44:04-04:00,-0.284,0.107,0.893,0.0
405,The New York Times,"""We've learned democracy just can't last long here,"" said an architecture major. ""It can easily turn into populism,… https://t.co/e5ui4B2808",2018-06-29,2018-06-29 06:30:07-04:00,0.34,0.0,0.882,0.118
406,The New York Times,What the public knew about Emma Gatewood was already remarkable. But what they didn't know is even more remarkable. https://t.co/wMmro66L4Y,2018-06-29,2018-06-29 06:14:06-04:00,0.802,0.0,0.714,0.286
407,The New York Times,Morning Briefing: Here's what you need to know to start your day https://t.co/5sRsmyBjrY https://t.co/AtXdGPNuyW,2018-06-29,2018-06-29 06:05:05-04:00,0.0,0.0,1.0,0.0
408,The New York Times,"RT @nytimesworld: A trip through the @nytimes archives reveals stories about ""triddlybits"" and other Aussie slang, along with the harrowing…",2018-06-29,2018-06-29 06:00:50-04:00,0.0,0.0,1.0,0.0
409,The New York Times,"A far-right group planned to kill veiled women, imams and recently released Islamist prisoners, and wanted to attac… https://t.co/Y6XU0IazwQ",2018-06-29,2018-06-29 05:46:06-04:00,-0.8402,0.333,0.667,0.0
410,The New York Times,"European leaders agreed to establish voluntary screening centers for migrants on European soil, to ease the burden… https://t.co/wTBWSpuwm9",2018-06-29,2018-06-29 05:31:06-04:00,0.5574,0.0,0.777,0.223
411,The New York Times,"The suspect in the Annapolis newsroom shooting had previously made ""general threats"" on social media against the ne… https://t.co/18W7bGdLWU",2018-06-29,2018-06-29 05:15:02-04:00,-0.6124,0.227,0.773,0.0
